Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Примечания
,,BFA,,,Устройство оперативной обработки данных,,,,,,
,,,,BFA010,Персональный компьютер,,ГОСТ Р МЭК 62523-2015,,,61.3.05,
,,,,BFA020,Ноутбук,,ГОСТ Р МЭК 62523-2015,,,,
,,,,BFA030,Планшет,,,,,,
,,,,BFA040,Калькулятор,,,,,,
,,,,BFA050,Электронная записная книжка,,,,,,
,,BFB,,,Лицензионное программное обеспечение,,,,,,
,,BFC,,,"Оборудование для составления, размножения и копирования документов",,,,,,
,,,,BFC010,Плоттер,,,,,,
,,,,BFC020,Принтер,,,,,,
,,,,BFC030,Сканер,,,,,,
,,,,BFC040,Копировально-множительный аппарат,,,,,,
,,,,BFC050,МФУ,,,,,,
,,BFD,,,Конструкторская и чертежная техника,,,,,,
,,,,BFD010,Кульман,,,,,,
,,,,BFD020,Графический дисплей,,ГОСТ 33707-2016 ,,,,
,,,,BFD030,3D-принтер,,ГОСТ Р 57558-2017,,,,
,,BFE,,,Средство для хранения и обработки информации,,,,,,
,,,,BFE010,Сервер,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,61.3.05.04,
,,,,BFE020,Съемный жесткий диск,,,,,,
,,,,BFE030,Внешний накопитель данных,,,,,,
,,BFF,,,Средство связи,,,,,,
,,,,BFF010,Телефонный аппарат,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,61.1.02.01,
,,,,BFF020,Факс,,,,,,
,,,,BFF030,Портативная радиостанция,,,,,26.30.11.61.1.03.05-0003                          26.30.11.61.1.03.05-0004,
,,,,BFF040,Трансивер,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,"26.30.30.61.1.04.09-0133 26.30.30.61.1.04.09-1077
26.30.30.61.1.04.09-0132
26.30.30.61.1.04.09-0134
26.30.30.61.1.04.09-0135
26.30.40.61.1.04.09-0136
",
,,,,BFF050,Wi-fi роутер,,,,,,
,,BFG,,,Средство защиты электропитания,,,,,,
,,,,BFG010,Блок бесперебойного питания,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,62.4.02.01,
,,,,BFG020,Стабилизатор напряжения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,26.30.50.77.3.03.01-1606 27.33.13.62.1.05.01-1006,
,,,,BFG030,Сетевой фильтр,,,,,,
,,BFH,,,Вспомогательная техника,,,,,,
,,,,BFH010,Бытовая техника,,,,"холодильник
электрический чайник
микроволновая печь
кондиционер",,
,,,,BFH011,Кулер,,,,,,
,,,,BFH012,Настольная лампа,,,,,,
,,,,BFH013,Шредер,,,,,,
,BG,,,,Оборудование для переноски стекла,,Каталог Заубер Машинери,Вид оборудования,,,
,,BGA,,,Тележка для транспортировки стекла,,,,,,
,,BGB,,,Пневматический вакуумный подъемный механизм,,,,,,
,,BGC,,,Электрический вакуумный подъемный механизм,,,,,,
,,BGD,,,Стеклодомкрат,,,,,,
,,BGE,,,Захват для переноски стекла,,,,,,
,,BGF,,,Зажим для стекла (пинза),,,,,,
,,BGG,,,Присоска вакуумная для стекла,,,,,,
,,BGH,,,Ремень для переноски стекла,,,,,,
,BH,,,,Оборудование для мойки колес,,,Вид оборудования,,,
,,BHA,,,Мобильная сборно-разборная установка многоразового применения для мойки колес,,Каталог монтажной оснастки и инвентаря,,,,
,,BHB,,,Мойка колес автотранспорта с оборотным водоснабжением,,Каталог монтажной оснастки и инвентаря,,,,
,BJ,,,,Оборудование для сбора мусора,,,Вид оборудования,,,
,,BJA,,,Строительный мусоропровод,,Каталог монтажной оснастки и инвентаря,,,,
,,BJB,,,Мешок для строительного мусора,,,,,,
,,BJC,,,Коробка,,,,,,
,,BJD,,,Контейнер для строительного мусора,,Каталог монтажной оснастки и инвентаря,,,,
C,,,,,"Оснастка, инвентарь, инструмент",,,Вид оборудования,,,
,CA,,,,Приспособления для захвата и перемещения груза,,,Вид оборудования,,,
,,CAA,,,Захват,,Каталог монтажной оснастки и инвентаря,,,,
,,CAB,,,Траверса,"Горизонтальная балка, предназначенная для монтажа или подъема оборудования, закрепленная на подвесках или опирающаяся на вертикальные стойки",СП 73.13330.2016,,,,
,,CAC,,,Строп,,Каталог монтажной оснастки и инвентаря,,,,
,,CAD,,,Канатная ветвь,,Каталог монтажной оснастки и инвентаря,,,,
,,CAE,,,Тяга-удлинитель,,Каталог монтажной оснастки и инвентаря,,,,
,,CAF,,,Полиспаст,,Каталог монтажной оснастки и инвентаря,,,,
,,CAG,,,Блок,,ГОСТ 33710-2015,,,,
,CB,,,,Приспособления для временного закрепления и выверки элементов,,,Вид оборудования,,,
,,CBA,,,Струбцина,,Каталог монтажной оснастки и инвентаря,,,,
,,CBB,,,Штанга телескопическая,,Каталог монтажной оснастки и инвентаря,,,,
,,CBC,,,Стойка,,Каталог монтажной оснастки и инвентаря,,,,
,,CBD,,,Упор для монтажа гипсокартонных перегородок,,Каталог монтажной оснастки и инвентаря,,,,
,,CBE,,,Расчалка,,Каталог монтажной оснастки и инвентаря,,,,
,,CBF,,,Устройство для монтажа ригеля-распорки,,Каталог монтажной оснастки и инвентаря,,,,
,,CBG,,,Вкладыш клиновый,,Каталог монтажной оснастки и инвентаря,,,,
,,CBH,,,Скоба,,Каталог монтажной оснастки и инвентаря,,,,
,,CBJ,,,Фиксатор для временного крепления арматурных каркасов,,Каталог монтажной оснастки и инвентаря,,,,
,,CBK,,,Хомут для соединения выпусков колонн,,Каталог монтажной оснастки и инвентаря,,,,
,,CBL,,,Кондуктор одиночный для монтажа колонн,,Каталог монтажной оснастки и инвентаря,,,,
,,CBM,,,Групповой кондуктор для монтажа конструкций зданий с безбалочными перекрытиями,,Каталог монтажной оснастки и инвентаря,,,,
,,CBN,,,Площадка - кондуктор для монтажа колонн,,Каталог монтажной оснастки и инвентаря,,,,
,,CBP,,,Площадка фасадная для монтажа колонн,,Каталог монтажной оснастки и инвентаря,,,,
,,CBQ,,,Площадка угловая для монтажа колонн,,Каталог монтажной оснастки и инвентаря,,,,
,,CBR,,,Приспособление для монтажа ограждающих элементов,,Каталог монтажной оснастки и инвентаря,,,,
,CC,,,,Приспособления для безопасного производства работ,,,Вид приспособления,,,
,,CCA,,,Пояс предохранительный,,ГОСТ Р 12.3.049-2017,,,,
,,CCB,,,Уловитель с вертикальным канатом,,ГОСТ Р 12.3.049-2017,,,,
,,CCC,,,Верхолазное снаряжение,,ГОСТ Р 12.3.049-2017,,,,
,,CCD,,,Предохранительное верхолазное устройство,,ГОСТ Р 12.3.049-2017,,,,
