Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания,Синонимы,УИН
,,,,KAAC050,Марганец,,,,,01.3.05.38,,,,KSI170000911
,,,,KAAC060,Железо,,,,,,,,,KSI170000912
,,,,KAAC070,Кобальт,,,,,,,,,KSI170000913
,,,,KAAC080,Никель,,,,,,,,,KSI170000914
,,,,KAAC090,Медь,,,,,10.2.01.,,,,KSI170000915
,,,,KAAC100,Цинк,,,,,10.3.01.,,,,KSI170000916
,,,,KAAC110,Иттрий,,,,,,,,,KSI170000917
,,,,KAAC120,Цирконий,,,,,,,,,KSI170000918
,,,,KAAC130,Ниобий,,,,,,,,,KSI170000919
,,,,KAAC140,Молибден,,,,,,,,,KSI170000920
,,,,KAAC150,Технеций,,,,,,,,,KSI170000921
,,,,KAAC160,Рутений,,,,,,,,,KSI170000922
,,,,KAAC170,Родий,,,,,,,,,KSI170000923
,,,,KAAC180,Палладий,,,,,,,,,KSI170000924
,,,,KAAC190,Серебро,,,,,,,,,KSI170000925
,,,,KAAC200,Кадмий,,,,,,,,,KSI170000926
,,,,KAAC210,Гафний,,,,,,,,,KSI170000927
,,,,KAAC220,Тантал,,,,,,,,,KSI170000928
,,,,KAAC230,Вольфрам,,,,,01.3.05.38,,,,KSI170000929
,,,,KAAC240,Рений,,,,,,,,,KSI170000930
,,,,KAAC250,Осмий,,,,,,,,,KSI170000931
,,,,KAAC260,Иридий,,,,,,,,,KSI170000932
,,,,KAAC270,Платина,,,,,,,,,KSI170000933
,,,,KAAC280,Золото,,,,,01.7.10.11,,,,KSI170000934
,,,,KAAC290,Ртуть,,,,,01.7.07.16,,,,KSI170000935
,,,,KAAC300,Резерфордий,,,,,,,,,KSI170000936
,,,,KAAC310,Дубний,,,,,,,,,KSI170000937
,,,,KAAC320,Сиборгий,,,,,,,,,KSI170000938
,,,,KAAC330,Борий,,,,,,,,,KSI170000939
,,,,KAAC340,Хассий,,,,,,,,,KSI170000940
,,,,KAAC350,Мейтнерий,,,,,,,,,KSI170000941
,,,,KAAC360,Дармштадтий,,,,,,,,,KSI170000942
,,,,KAAC370,Рентгений,,,,,,,,,KSI170000943
,,,,KAAC380,Коперниций,,,,,,,,,KSI170000944
,,,KAAD,,Постпереходные металлы,,,По видам химических элементов,,,,,,KSI170000945
,,,,KAAD010,Алюминий,,,,,"10.1.01. 
01.3.05.01",,,,KSI170000946
,,,,KAAD020,Олово,,,,, 10.3.02.02,,,,KSI170000947
,,,,KAAD030,Свинец,,,,,"10.3.01.03
10.3.02.05
10.3.02.04",,,,KSI170000948
,,,,KAAD040,Висмут,,,,,,,,,KSI170000949
,,,,KAAD050,Галлий,,,,,,,,,KSI170000950
,,,,KAAD060,Индий,,,,,,,,,KSI170000951
,,,,KAAD070,Таллий,,,,,,,,,KSI170000952
,,,,KAAD080,Полоний,,,,,,,,,KSI170000953
,,,,KAAD090,Нихоний,,,,,,,,,KSI170000954
,,,,KAAD100,Флеровий,,,,,,,,,KSI170000955
,,,,KAAD110,Московий,,,,,,,,,KSI170000956
,,,,KAAD120,Ливерморий,,,,,,,,,KSI170000957
,,,KAAE,,Лантаноиды,,,По видам химических элементов,,,,,,KSI170000958
,,,,KAAE010,Неодим,,,,,,,,,KSI170000959
,,,,KAAE020,Лантан,,,,,,,,,KSI170000960
,,,,KAAE030,Церий,,,,,,,,,KSI170000961
,,,,KAAE040,Празеодим,,,,,,,,,KSI170000962
,,,,KAAE050,Прометий,,,,,,,,,KSI170000963
,,,,KAAE060,Самарий,,,,,,,,,KSI170000964
,,,,KAAE070,Европий,,,,,,,,,KSI170000965
,,,,KAAE080,Гадолиний,,,,,,,,,KSI170000966
,,,,KAAE090,Тербий,,,,,,,,,KSI170000967
,,,,KAAE100,Диспрозий,,,,,,,,,KSI170000968
,,,,KAAE110,Гольмий,,,,,,,,,KSI170000969
,,,,KAAE120,Эрбий,,,,,,,,,KSI170000970
,,,,KAAE130,Тулий,,,,,,,,,KSI170000971
,,,,KAAE140,Иттербий,,,,,,,,,KSI170000972
,,,,KAAE150,Лютеций,,,,,,,,,KSI170000973
,,,KAAF,,Актиноиды,,,По видам химических элементов,,,,,,KSI170000974
,,,,KAAF010,Актиний,,,,,,,,,KSI170000975
,,,,KAAF020,Торий,,,,,,,,,KSI170000976
,,,,KAAF030,Протактиний,,,,,,,,,KSI170000977
,,,,KAAF040,Уран,,,,,,,,,KSI170000978
,,,,KAAF050,Нептуний,,,,,,,,,KSI170000979
,,,,KAAF060,Плутоний,,,,,,,,,KSI170000980
,,,,KAAF070,Америций,,,,,,,,,KSI170000981
,,,,KAAF080,Кюрий,,,,,,,,,KSI170000982
,,,,KAAF090,Берклий,,,,,,,,,KSI170000983
,,,,KAAF100,Калифорний,,,,,,,,,KSI170000984
,,,,KAAF110,Эйнштейний,,,,,,,,,KSI170000985
,,,,KAAF120,Фермий,,,,,,,,,KSI170000986
,,,,KAAF130,Менделевий,,,,,,,,,KSI170000987
,,,,KAAF140,Нобелий,,,,,,,,,KSI170000988
,,,,KAAF150,Лоуренсий,,,,,,,,,KSI170000989
,,KAB,,,Полуметаллы,,,По видам химических элементов,,,,,,KSI170000990
,,,,KAB010,Бор,,,,,,,,,KSI170000991
,,,,KAB020,Кремний,,,,,,,,,KSI170000992
,,,,KAB030,Германий,,,,,,,,,KSI170000993
,,,,KAB040,Мышьяк,,,,,,,,,KSI170000994
,,,,KAB050,Сурьма,,,,,,,,,KSI170000995
,,,,KAB060,Теллур,,,,,,,,,KSI170000996
,,,,KAB070,Полоний,,,,,,,,,KSI170000997
,,KAC,,,Неметаллы,,,По видам химических элементов,,,,,,KSI170000998
,,,KACA,,Углерод,,,,,01.3.02.10,,,,KSI170000999
,,,KACB,,Сера,,,,,01.3.05.29,,,,KSI170001000
,,,KACC,,Водород,,,,,01.3.02.04,,,,KSI170001001
,,,KACD,,Азот,,,,,01.3.02.01,,,,KSI170001002
,,,KACE,,Кислород,,,,,01.3.02.08,,,,KSI170001003
,,,KACF,,Фосфор,,,,,,,,,KSI170001004
,,,KACG,,Селен,,,,,,,,,KSI170001005
,,,KACH,,Галогены,,,По видам химических элементов,,,,,,KSI170001006
,,,,KACH010,Йод,,,,,01.3.05.38,,,,KSI170001007
,,,,KACH020,Хлор,,,,,,,,,KSI170001008
,,,,KACH030,Фтор,,,,,,,,,KSI170001009
,,,,KACH040,Бром,,,,,,,,,KSI170001010
,,,,KACH050,Астат,,,,,,,,,KSI170001011
,,,,KACH060,Теннессин,,,,,,,,,KSI170001012
,,,KACJ,,Инертные газы,,,По видам химических элементов,,,,,,KSI170001013
,,,,KACJ010,Гелий,,,,,01.3.02.07,,,,KSI170001014
,,,,KACJ020,Неон,,,,,,,,,KSI170001015
,,,,KACJ030,Аргон,,,,,01.3.02.02,,,,KSI170001016
,,,,KACJ040,Криптон,,,,,,,,,KSI170001017
,,,,KACJ050,Ксенон,,,,,,,,,KSI170001018
,,,,KACJ060,Радон,,,,,,,,,KSI170001019
,,,,KACJ070,Оганесон,,,,,,,,,KSI170001020
,KB,,,,Химические соединения,,,По виду материала,,,,,,KSI170001021
,,KBA,,,Купорос,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 6981-94",,,01.3.05.19,,,,KSI170001022
,,KBB,,,Сульфохлорид,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170001023
,,KBC,,,Аммиак,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 28326.1-89",,,01.3.05.02,,,,KSI170001024
,,KBD,,,Бакелит,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 4559-2017",,,,,,,KSI170001025
,,KBE,,,Бура,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 8429-77",,,01.3.05.07,,,,KSI170001026
,,KBF,,,Глет свинцовый,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 5539-73",,,,,,,KSI170001027
,,KBG,,,Тиокол,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 12812-80",,,01.3.05.31,,,,KSI170001028
,,KBH,,,Кислота,,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,01.3.03,,,,KSI170001029
,,,,KBH010,Асидол,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,01.3.03.01,,,,KSI170001030
,,,,KBH020,Кислота азотная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 4461-77",,,01.3.03.02,,,,KSI170001031
,,,,KBH030,Кислота борная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 9656-75",,,01.3.03.03,,,,KSI170001032
,,,,KBH040,Кислота ортофосфорная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 6552-80",,,01.3.03.04,,,,KSI170001033
,,,,KBH050,Кислота серная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 2184-2013",,,,,,,KSI170001034
,,,,KBH060,Кислота соляная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 857-95",,,,,,,KSI170001035
,,,,KBH070,Кислота уксусная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 61-75",,,01.3.03.07,,,,KSI170001036
,,KBJ,,,Щелочь,,,По виду материала,,,,,,KSI170001037
,,,,KBJ010,Аммоний,,"Приказ Минстроя России от 17.11.2022 N 969/пр
ГОСТ 3762-78",,,01.3.05.03,,,,KSI170001038
,,KBK,,,Сиккативы готовые,,Приказ Минстроя России от 17.11.2022 N 969/пр,По виду материала,,14.5.10,,,,KSI170001039
,,,,KBK010,Сиккатив жирнокислотный,,"Приказ Минстроя России от 17.11.2022 N 969/пр
",,,14.5.10.01,,,,KSI170001040
,,,,KBK020,Сиккатив нефтенатный жидкий,,ГОСТ 1003-73,,,,,,,KSI170001041
,KC,,,,Добавки для бетонов и строительных растворов,,ГОСТ 24211-2008,По виду материала,,,,,,KSI170001042
,,KCA,,,"Добавки, регулирующие свойства бетонных и растворных смесей",,ГОСТ 24211-2008,По виду материала,,,,,,KSI170001043
,,,KCAA,,Пластифицирующие добавки,,ГОСТ 24211-2008,По виду материала,,"01.4.03.03
01.7.08.05",,,,KSI170001044
,,,,KCAA010,Суперпластифицирующая добавка,,ГОСТ 24211-2008,,,,,,,KSI170001045
,,,,KCAA020,Пластифицирующая добавка,,ГОСТ 24211-2008,,,"01.4.03.03 
01.7.08.05",,,,KSI170001046
,,,KCAB,,Водоредуцирующие добавки,,ГОСТ 24211-2008,По виду материала,,,,,,KSI170001047
,,,,KCAB010,Суперводоредуцирующая добавка,,ГОСТ 24211-2008,,,,,,,KSI170001048
,,,,KCAB020,Водоредуцирующая добавка,,ГОСТ 24211-2008,,,,,,,KSI170001049
,,,KCAC,,Стабилизирующая добавка,,ГОСТ 24211-2008,,,,,,,KSI170001050
,,,KCAD,,"Добавка, регулирующая сохраняемость подвижности смесей",,ГОСТ 24211-2008,,,,,,,KSI170001051
,,,KCAE,,"Добавка, увеличивающая воздухо-(газо)содержание в смеси",,ГОСТ 24211-2008,По виду материала,,,,,,KSI170001052
,,,,KCAE010,Добавка воздухововлекающая,,ГОСТ 24211-2008,,,,,,,KSI170001053
,,,,KCAE020,Добавка газообразующая,,ГОСТ 24211-2008,,,,,,,KSI170001054
,,,,KCAE030,Добавка пенообразующая,,ГОСТ 24211-2008,,,,,,,KSI170001055
,,KCB,,,"Добавки, регулирующие свойства бетонов и растворов",,ГОСТ 24211-2008,По виду материала,,01.7.08.,,,,KSI170001056
,,,KCBA,,"Добавки, регулирующие кинетику твердения",,ГОСТ 24211-2008,По виду материала,,,,,,KSI170001057
,,,,KCBA010,Добавка-ускоритель,,ГОСТ 24211-2008,,,,,,,KSI170001058
,,,,KCBA020,Добавка-замедлитель,,ГОСТ 24211-2008,,,,,,,KSI170001059
,,,,KCBA030,"Добавка, повышающая прочность",,ГОСТ 24211-2008,,,,,,,KSI170001060
,,,,KCBA040,"Добавка, снижающая проницаемость",,ГОСТ 24211-2008,,,,,,,KSI170001061
