Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по ГЭСН,Примечания,Синонимы,УИН
,,,DBGG,,,Установка на место арматуры,,ГЭСНр 81-02-65-2020,,,,,,KSI140001435
,,,DBGH,,,Проверка правильности установки,,ГЭСНр 81-02-65-2020,,,,,,KSI140001436
,,,DBGJ,,,Припасовка дисков,,ГЭСНр 81-02-65-2020,,,,,,KSI140001437
,,,DBGK,,,Снятие кожухов и грузов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001438
,,,DBGL,,,Установка кожухов и грузов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001439
,,DBH,,,,Демонтаж нагревательных приборов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-19,,,KSI140001440
,,,DBHA,,,Отсоединение нагревательных приборов от трубопроводов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001441
,,,DBHB,,,Снятие нагревательных приборов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001442
,,DBJ,,,,Перегруппировка секций старых радиаторов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-20,,,KSI140001443
,,,DBJA,,,Отсоединение радиаторов от трубопровода,,ГЭСНр 81-02-65-2020,,,,,,KSI140001444
,,,DBJB,,,Снятие радиатора с места,,ГЭСНр 81-02-65-2020,,,,,,KSI140001445
,,,DBJC,,,Отсоединение секций с вывертыванием радиаторных пробок,,ГЭСНр 81-02-65-2020,,,,,,KSI140001446
,,,DBJD,,,Прочистка и промывка радиаторов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001447
,,,DBJE,,,Присоединение секций с ввертыванием радиаторных пробок,,ГЭСНр 81-02-65-2020,,,,,,KSI140001448
,,,DBJF,,,Установка радиаторов на место,,ГЭСНр 81-02-65-2020,,,,,,KSI140001449
,,,DBJG,,,Присоединение радиатора к трубопроводу,,ГЭСНр 81-02-65-2020,,,,,,KSI140001450
,,DBK,,,,Добавление или снятие секций радиаторов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-21,,,KSI140001451
,,,DBKA,,,Отсоединение от трубопровода радиаторов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001452
,,,DBKB,,,Снятие радиаторов с кронштейнов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001453
,,,DBKC,,,Вывертывание пробок с очисткой от старых прокладок,,ГЭСНр 81-02-65-2020,,,,,,KSI140001454
,,,DBKD,,,Добавление новых секций радиаторов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001455
,,,DBKE,,,Снятие секций радиаторов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001456
,,,DBKF,,,Ввертывание пробок,,ГЭСНр 81-02-65-2020,,,,,,KSI140001457
,,,DBKG,,,Установка радиаторов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001458
,,,DBKH,,,Присоединение радиаторов к трубопроводу,,ГЭСНр 81-02-65-2020,,,,,,KSI140001459
,,DBL,,,,Прочистка и промывка отопительных приборов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-22,,,KSI140001460
,,,DBLA,,,Отсоединение приборов от трубопроводов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001461
,,,DBLB,,,Снятие отопительных приборов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001462
,,,DBLC,,,Непосредственная прочистка и промывка отопительных приборов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001463
,,,DBLD,,,Установка отопительных приборов на место,,ГЭСНр 81-02-65-2020,,,,,,KSI140001464
,,,DBLE,,,Присоединение приборов к трубопроводу,,ГЭСНр 81-02-65-2020,,,,,,KSI140001465
,,,DBLF,,,Выверка отопительных приборов после установки,,ГЭСНр 81-02-65-2020,,,,,,KSI140001466
,,DBM,,,,Слив и наполнение водой системы отопления,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-23,,,KSI140001467
,,,DBMA,,,Слив воды из системы отопления,,ГЭСНр 81-02-65-2020,,,,,,KSI140001468
,,,DBMB,,,Наполнение водой системы с предварительным осмотром системы до наполнения водой с постановкой деревянных пробок на свободные концы трубопровода и выключением расширительного бака,,"ГЭСНр 81-02-65-2020
",,,,,,KSI140001469
,,,DBMC,,,Наполнение системы водой с выпуском воздуха,,ГЭСНр 81-02-65-2020,,,,,,KSI140001470
,,,DBMD,,,Осмотр системы во время наполнения водой,,ГЭСНр 81-02-65-2020,,,,,,KSI140001471
,,DBN,,,,Проверка на прогрев отопительных приборов с регулировкой,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-24,,,KSI140001472
,,,DBNA,,,Проверка приборов на равномерный прогрев,,ГЭСНр 81-02-65-2020,,,,,,KSI140001473
,,,DBNB,,,Регулировка приборов при необходимости,,ГЭСНр 81-02-65-2020,,,,,,KSI140001474
,,DBP,,,,Смена кранов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-25,,,KSI140001475
,,,DBPA,,,Снятие старого крана,,ГЭСНр 81-02-65-2020,,,,,,KSI140001476
,,,DBPB,,,Подготовка нового крана к установке,,ГЭСНр 81-02-65-2020,,,,,,KSI140001477
,,,DBPC,,,Установка нового крана,,ГЭСНр 81-02-65-2020,,,,,,KSI140001478
,,DBQ,,,,Демонтаж распределительных гребенок,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-26,,,KSI140001479
,,,DBQA,,,Снятие распределительных гребенок с отсоединением от трубопроводов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001480
,,DBR,,,,Демонтаж элеваторов и элеваторных узлов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-27,,,KSI140001481
,,,DBRA,,,Снятие приборов элеваторов и элеваторных узлов с отсоединением от трубопроводов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001482
,,DBS,,,,Комплекс работ по промывке отопительных приборов с применением пневмопистолета (вне отопительного периода),,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-71,,,KSI140001483
,,,DBSA,,,Врезка в действующие внутренние сети трубопроводов отопления,,ГЭСНр 81-02-65-2020,,,,,,KSI140001484
,,,DBSB,,,Заполнение системы водой,,ГЭСНр 81-02-65-2020,,,,,,KSI140001485
,,,DBSC,,,Присоединение пистолета через коммутатор к врезке в радиатор,,ГЭСНр 81-02-65-2020,,,,,,KSI140001486
,,,DBSD,,,Присоединение к пистолету компрессора,,ГЭСНр 81-02-65-2020,,,,,,KSI140001487
,,,DBSE,,,Прочистка и промывка радиаторов пневмопистолетом,,ГЭСНр 81-02-65-2020,,,,,,KSI140001488
,,,DBSF,,,Слив воды из системы,,ГЭСНр 81-02-65-2020,,,,,,KSI140001489
,,,DBSG,,,Осмотр радиаторов и гидравлическое испытание,,ГЭСНр 81-02-65-2020,,,,,,KSI140001490
,DC,,,,,Ремонт вентиляции,,ГЭСНр 81-02-65-2020,По виду работ,,,,,KSI140001491
,,DCA,,,,Разборка вентиляционных коробов из плит,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-28,,,KSI140001492
,,,DCAA,,,Отбивка штукатурки при разборке вентиляционных коробов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001493
,,,DCAB,,,Разборка коробов на части,,ГЭСНр 81-02-65-2020,,,,,,KSI140001494
,,DCB,,,,Разборка вентиляционных шахт,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-29,,,KSI140001495
,,,DCBA,,,Разборка наружной обшивки шахт из кровельной стали,,ГЭСНр 81-02-65-2020,,,,,,KSI140001496
,,,DCBB,,,Разборка шахт на щиты,,ГЭСНр 81-02-65-2020,,,,,,KSI140001497
,,DCC,,,,Разборка металлических воздуховодов,,ГЭСНр 81-02-65-2020,По виду работ,, ГЭСНр 65-30,,,KSI140001498
,,,DCCA,,,Снятие креплений металлических воздуховодов,,ГЭСНр 81-02-65-2020,,,,,,KSI140001499
,,,DCCB,,,Разборка воздуховодов на части,,ГЭСНр 81-02-65-2020,,,,,,KSI140001500
