Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания,Синонимы,УИН
,,,,BCAB010,Взрывчатое вещество и изделие из него гранулированное II класс,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000967
,,,,BCAB020,Взрывчатое вещество и изделие из него водосодержащее II класс,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000968
,,,,BCAB030,Взрывчатое вещество и изделие из него эмульсионное II класс,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000969
,,,BCAC,,"Предохранительное взрывчатое вещество и изделие из него, предназначенное для взрывания в шахтах (рудниках), опасных по газу или пыли",,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000970
,,,,BCAC010,Аммонит,,"Приказ Ростехнадзора от 15.09.2011 N 537
Приказ Минстроя России от 17.11.2022 N 969/пр",,, 01.7.09.01,,,,KSI180000971
,,,,BCAC020,Ионит,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000972
,,,,BCAC030,Угленит,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000973
,,,,BCAC040,Заряд,,"Приказ Ростехнадзора от 15.09.2011 N 537
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.09.04,,,,KSI180000974
,,,,BCAC050,Монозаряд,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000975
,,,BCAD,,"Взрывчатое вещество и изделие из него, предназначенное для вторичного дробления, обработки материалов энергией взрыва и специальных работ на земной поверхности",,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000976
,,,,BCAD010,"Аммонит, предназначенный для вторичного дробления, обработки материалов энергией взрыва и специальных работ на земной поверхности",,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000977
,,,,BCAD020,Гексопласт,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000978
,,,,BCAD030,"Заряд, предназначенный для вторичного дробления, обработки материалов энергией взрыва и специальных работ на земной поверхности",,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000979
,,,,BCAD040,Изделие,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000980
,,,,BCAD050,Труборез,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000981
,,,,BCAD060,Промежуточный детонатор,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000982
,,BCB,,,Средство инициирования,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000983
,,,,BCB010,Средство для инициирования взрыва,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000984
,,,,BCB020,Детонирующий шнур,,Приказ Ростехнадзора от 15.09.2011 N 537,,,01.7.09.03,,,,KSI180000985
,,,,BCB030,Реле пиротехнические,,"Приказ Ростехнадзора от 15.09.2011 N 537
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.09.04,,,,KSI180000986
,,,,BCB040,Неэлектрическая система инициирования,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000987
,,,,BCB050,Термостойкий детонирующий шнур,,Приказ Ростехнадзора от 15.09.2011 N 537,,,,,,,KSI180000988
,,,,BCB060,Огнепроводный шнур,,Приказ Ростехнадзора от 15.09.2011 N 537,,,01.7.09.03,,,,KSI180000989
,,,,BCB070,"Зажигательный патрон, трубка, электровоспламенитель (электрозажигатель)",,Приказ Ростехнадзора от 15.09.2011 N 537,,,01.7.09.03,,,,KSI180000990
,,,,BCB080,Капсюль-детонатор,,"Приказ Ростехнадзора от 15.09.2011 N 537
Приказ Минстроя России от 17.11.2022 N 969/пр",,,01.7.09.02,,,,KSI180000991
