Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,AR,,,,"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),"Назначение (функция) машины
 агрегата",,91.03,,
,,ARA,,,Блокоукладчик,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.01,,
,,ARB,,,Вентилятор,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.02,,
,,ARC,,,Комплекс и комбайн проходческие,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.03.05,ТО 38 40 10 01,
,,ARD,,,Машина погрузочная,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,"Машины погрузочные электрические ковшовые
Машины погрузочные для горизонтальных выработок",91.03.06,ТО 16 34,
,,ARE,,,Перфоратор колонковый,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.03.08,ТО 42 20 70 01,
,,ARF,,,Подъем,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.09,,
,,ARG,,,Станок буровой для бурения скважин в подземных условиях,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.10,,
,,ARH,,,Толкатель вагонеток,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.12,,
,,ARJ,,,Тюбингоукладчик,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.13,,
,,ARK,,,Узел тампонажный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.14,,
,,ARL,,,Установка бурильная,,,,,,,
,,,,ARL010,Установка бурильная пневматическая,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,Установка бурильная пневматическая на гусеничном ходу,91.03.15,ТО 26 40 10 06,
,,,,ARL020,Установка бурильная стволовая пневмогидравлические,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.03.16,,
,,ARM,,,Выпрямитель,,,,,,,
,,,,ARM010,Выпрямитель кремниевый силовой шахтный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-002,,
,,,,ARM020,Выпрямитель для зарядки аккумуляторных батарей,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-001,,
,,ARN,,,Кабелепередвижчик на гусеничном ходу,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-011,,
,,ARP,,,Лесоспуск в шахтном стволе,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-031 28.92.12.129.91.03.19-032,,
,,ARQ,,,Опрокидыватель круговой,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.12.129.91.03.19-061,ТО 16 30 10 01,
,,ARR,,,Откатка концевая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-071,,
,,ARS,,,Питатель пластинчатый,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.12.129.91.03.19-081,ТО 38 50 20 08,
,,ART,,,Сболчиватель пневматический,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.24.12.110.91.03.19-091,ТО 42 20 90 08,
,,ARU,,,Сверло горное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.130.91.03.19-101 28.92.12.130.91.03.19-102,,
,,ARV,,,Комплекс георадарный аппаратнопрограммный многоканальный при ведении щитовой проходки,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-502,,
,,ARW,,,Комплекс откатки грузов по наклонным выработкам с дизельным локомотивом,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-504,,
,,ARX,,,Механизированная установка на базе автомобильного шасси для монтажа кабеленесущих конструкций в подземных сооружениях,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-512,,
,,ARY,,,Мотовоз узкой колеи,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,30.20.12.130.91.03.19-514,,
,,ARZ,,,Рельсорез,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.12.129.91.03.19-520,,
,AS,,,,Машины для сооружений линий связи и электропередач,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Назначение машины,,91.11,ТО 24 10 10,
,,ASA,,,Кабелеукладчик,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,Кабелеукладчик колесный прицепной для прокладки коаксиального кабеля КУК-5М,91.11.01,ТО 24 10 10 02,
,,ASB,,,Аппарат смазочный тросовый,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.11.02-001,,
,,ASC,,,Волокуша,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,Волокуша для транспортировки барабанов с кабелем в заболоченных местах,29.20.23.190.91.11.02-011,ТО 24 10 10 04,
,,ASD,,,"Комплекс для монтажа проводов методом ""под тяжением""",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.11.02-021,,
,,ASE,,,Лаборатория передвижная измерительно-настроечная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,29.10.59.390.91.11.02-031,,
,,ASF,,,Машина для горизонтального прокола грунта на базе автомобиля,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.12.130.91.11.02-041,ТО 14 20 10 03,
,,ASG,,,Пропорщик прицепной,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.11.02-051,,
,,ASH,,,Тележка раскаточная на гусеничном ходу,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.99.39.190.91.11.02-061,ТО 38 50 40 01,
,,ASJ,,,Траншеезасыпщик прицепной колесный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,29.20.23.190.91.11.02-071,ТО 38 50 50 01,
,,ASK,,,Установка для пневмопрокладки волоконно-оптического кабеля,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.12.14.190.91.11.02-091,,
,,ASL,,,Траншеекопатель с режущим скальным диском на гусеничном ходу,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.27.111.91.11.02-092,,
,AT,,,,Электростанции,Энергоустановка или группа энергоустановок для производства электрической энергии или электрической энергии и тепла,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Тип электростанции станции,,91.16,ТО 34 10,ГОСТ 19431-84
